OTU	Size	Taxonomy
Otu00166	1655	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00167	1640	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00168	1620	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacterales]_unclassified(64);[Chthoniobacterales]_unclassified(64);[Chthoniobacterales]_unclassified(64);
Otu00169	1611	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium(78);Methylibium_unclassified(73);
Otu00170	1578	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00171	1565	Bacteria;Acidobacteria;DA052;Ellin6513;Ellin6513_unclassified;Ellin6513_unclassified;Ellin6513_unclassified;
Otu00172	1554	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiellaceae_unclassified;Coxiellaceae_unclassified;
Otu00173	1549	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](99);[Chthoniobacteraceae]_unclassified(97);[Chthoniobacteraceae]_unclassified(97);
Otu00174	1534	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae(96);Frankiaceae_unclassified(95);Frankiaceae_unclassified(95);
Otu00175	1529	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(99);Acetobacteraceae_unclassified(99);
Otu00176	1526	Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;Fimbriimonas_unclassified;
Otu00177	1526	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_unclassified(99);Rhizobiales_unclassified(99);Rhizobiales_unclassified(99);
Otu00178	1522	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00179	1520	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter_unclassified;
Otu00180	1499	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacterales]_unclassified(74);[Chthoniobacterales]_unclassified(74);[Chthoniobacterales]_unclassified(74);
Otu00181	1489	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacterales]_unclassified(77);[Chthoniobacterales]_unclassified(77);[Chthoniobacterales]_unclassified(77);
Otu00182	1487	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00183	1476	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu00184	1474	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporaceae;Micromonosporaceae_unclassified;Micromonosporaceae_unclassified;
Otu00185	1442	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu00186	1434	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia(83);Beijerinckia_unclassified(83);
Otu00187	1368	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter(84);aerogenes(84);
Otu00188	1360	Bacteria;Chloroflexi;C0119;C0119_unclassified;C0119_unclassified;C0119_unclassified;C0119_unclassified;
Otu00189	1360	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;mitochondria;Anomodon(81);rugelii(81);
Otu00190	1340	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00191	1335	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;genosp.;
Otu00192	1328	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium_unclassified;
Otu00193	1290	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00194	1274	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00195	1267	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_unclassified(93);Sphingobacteriaceae_unclassified(93);
Otu00196	1252	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00197	1237	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter(99);Mucilaginibacter_unclassified(99);
Otu00198	1234	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](84);[Chthoniobacteraceae]_unclassified(83);[Chthoniobacteraceae]_unclassified(83);
Otu00199	1225	Bacteria;Acidobacteria;DA052;Ellin6513;Ellin6513_unclassified;Ellin6513_unclassified;Ellin6513_unclassified;
Otu00200	1224	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_unclassified;Sphingobacteriaceae_unclassified;
Otu00201	1197	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00202	1192	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Yonghaparkia(53);Yonghaparkia_unclassified(53);
Otu00203	1190	Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Xenococcaceae;Xenococcaceae_unclassified;Xenococcaceae_unclassified;
Otu00204	1184	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified(68);Actinomycetales_unclassified(68);Actinomycetales_unclassified(68);
Otu00205	1175	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax(78);paradoxus(78);
Otu00206	1157	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu00207	1157	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00208	1144	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_unclassified(74);Sphingobacteriaceae_unclassified(74);
Otu00209	1128	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified;Acidobacteriaceae_unclassified;
Otu00210	1124	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu00211	1091	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00212	1091	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00213	1078	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter(77);Conexibacter_unclassified(77);
Otu00214	1075	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu00215	1073	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae(61);Conexibacteraceae_unclassified(61);Conexibacteraceae_unclassified(61);
Otu00216	1065	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(99);Acetobacteraceae_unclassified(99);
Otu00217	1042	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nakamurellaceae;Nakamurellaceae_unclassified;Nakamurellaceae_unclassified;
Otu00218	1041	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium(79);Methylibium_unclassified(79);
Otu00219	1038	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter(75);Mucilaginibacter_unclassified(72);
Otu00220	1032	Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria_unclassified;Betaproteobacteria_unclassified;Betaproteobacteria_unclassified;Betaproteobacteria_unclassified;
Otu00221	1023	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00222	1022	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_unclassified(98);Rhizobiales_unclassified(98);Rhizobiales_unclassified(98);
Otu00223	1011	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae_unclassified(62);Comamonadaceae_unclassified(62);
Otu00224	1010	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](55);[Chthoniobacteraceae]_unclassified(55);[Chthoniobacteraceae]_unclassified(55);
Otu00225	1005	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;wittichii(96);
Otu00226	1003	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified(99);Acidobacteriaceae_unclassified(99);
Otu00227	1002	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];Chthoniobacter;Chthoniobacter_unclassified;
Otu00228	1001	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter_unclassified;
Otu00229	1000	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacterales]_unclassified(87);[Chthoniobacterales]_unclassified(87);[Chthoniobacterales]_unclassified(87);
Otu00230	997	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00231	989	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_unclassified;Rhizobiales_unclassified;Rhizobiales_unclassified;
Otu00232	975	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified;Acidobacteriaceae_unclassified;
Otu00233	968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae(57);Beijerinckiaceae_unclassified(57);Beijerinckiaceae_unclassified(57);
Otu00234	963	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00235	951	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00236	949	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Sinobacteraceae_unclassified;Sinobacteraceae_unclassified;
Otu00237	948	Bacteria;Others;ZB2;ZB2_unclassified;ZB2_unclassified;ZB2_unclassified;ZB2_unclassified;
Otu00238	946	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified(62);Acidobacteriaceae_unclassified(62);
Otu00239	938	Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Isosphaeraceae;Isosphaeraceae_unclassified;Isosphaeraceae_unclassified;
Otu00240	937	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter_unclassified;
Otu00241	936	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00242	929	Bacteria;Cyanobacteria;4C0d-2;MLE1-12;MLE1-12_unclassified;MLE1-12_unclassified;MLE1-12_unclassified;
Otu00243	920	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae_unclassified;Comamonadaceae_unclassified;
Otu00244	918	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacteriaceae_unclassified(59);Enterobacteriaceae_unclassified(59);
Otu00245	910	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00246	905	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus(85);Terriglobus_unclassified(85);
Otu00247	904	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00248	903	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae(97);Beijerinckiaceae_unclassified(70);Beijerinckiaceae_unclassified(70);
Otu00249	899	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillaceae_unclassified;Rhodospirillaceae_unclassified;
Otu00250	893	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu00251	889	Bacteria;Thermi;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus_unclassified;
Otu00252	866	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Streptomycetaceae;Streptomyces(97);purpeofuscus(79);
Otu00253	862	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae(97);Methylocystaceae_unclassified(97);Methylocystaceae_unclassified(97);
Otu00254	858	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Thermomonosporaceae_unclassified(76);Thermomonosporaceae_unclassified(76);
Otu00255	849	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_unclassified(96);Rhizobiales_unclassified(96);Rhizobiales_unclassified(96);
Otu00256	841	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](97);[Chthoniobacteraceae]_unclassified(72);[Chthoniobacteraceae]_unclassified(72);
Otu00257	830	Bacteria;TM7;TM7-1;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;
Otu00258	829	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified(95);Acidobacteriaceae_unclassified(95);
Otu00259	820	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;Telmatospirillum_unclassified;
Otu00260	808	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_unclassified;
Otu00261	803	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;Hymenobacter_unclassified;
Otu00262	801	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;jinjuensis;
Otu00263	796	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;Sphingomonadaceae_unclassified;
Otu00264	792	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter(93);Mucilaginibacter_unclassified(93);
Otu00265	789	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;wittichii;
Otu00266	785	Bacteria;Planctomycetes;Planctomycetia;Gemmatales;Isosphaeraceae;Isosphaeraceae_unclassified;Isosphaeraceae_unclassified;
Otu00267	783	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacterales_unclassified;Solirubrobacterales_unclassified;Solirubrobacterales_unclassified;
Otu00268	775	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00269	757	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;Caulobacteraceae_unclassified;
Otu00270	756	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia_unclassified;
Otu00271	756	Bacteria;Cyanobacteria;4C0d-2;MLE1-12;MLE1-12_unclassified;MLE1-12_unclassified;MLE1-12_unclassified;
Otu00272	753	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium(99);Phenylobacterium_unclassified(99);
Otu00273	752	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae(51);Beijerinckiaceae_unclassified(51);Beijerinckiaceae_unclassified(51);
Otu00274	748	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu00275	733	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu00276	719	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae];Ellin506;Ellin506_unclassified;
Otu00277	712	Bacteria;Cyanobacteria;4C0d-2;MLE1-12;MLE1-12_unclassified;MLE1-12_unclassified;MLE1-12_unclassified;
Otu00278	707	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu00279	704	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae_unclassified;Acidobacteriaceae_unclassified;
Otu00280	697	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea(99);genosp.(99);
Otu00281	697	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium_unclassified(82);
Otu00282	693	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](94);[Chthoniobacteraceae]_unclassified(94);[Chthoniobacteraceae]_unclassified(94);
Otu00283	686	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacteriaceae_unclassified(77);Sphingobacteriaceae_unclassified(77);
Otu00284	680	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](92);[Chthoniobacteraceae]_unclassified(62);[Chthoniobacteraceae]_unclassified(62);
Otu00285	674	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacteraceae_unclassified(96);Oxalobacteraceae_unclassified(96);
Otu00286	674	Bacteria;Bacteroidetes;[Saprospirae];[Saprospirales];Chitinophagaceae;Chitinophagaceae_unclassified;Chitinophagaceae_unclassified;
Otu00287	668	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella(53);Granulicella_unclassified(53);
Otu00288	668	Bacteria;Cyanobacteria;4C0d-2;MLE1-12;MLE1-12_unclassified;MLE1-12_unclassified;MLE1-12_unclassified;
Otu00289	665	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;celatum;
Otu00290	659	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae(99);Beijerinckiaceae_unclassified(86);Beijerinckiaceae_unclassified(86);
Otu00291	658	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](91);[Chthoniobacteraceae]_unclassified(81);[Chthoniobacteraceae]_unclassified(81);
Otu00292	658	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00293	656	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter(96);Mucilaginibacter_unclassified(96);
Otu00294	655	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu00295	654	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillaceae_unclassified;Rhodospirillaceae_unclassified;
Otu00296	648	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Sinobacteraceae_unclassified;Sinobacteraceae_unclassified;
Otu00297	648	Bacteria;Verrucomicrobia;[Spartobacteria];[Chthoniobacterales];[Chthoniobacteraceae](82);[Chthoniobacteraceae]_unclassified(81);[Chthoniobacteraceae]_unclassified(81);
